ID,NAME,COUNTRY_ID
409,SAINT MICHAEL,19
410,SAINT PETER,19
411,SAINT PHILIP,19
412,SAINT THOMAS,19
413,BREST,20
414,HOMJEL,20
415,HRODNA,20
416,MAHILJOW,20
417,MAHILYOWSKAYA VOBLASTS,20
418,MINSK,20
419,MINSKAJA VOBLASTS,20
420,PETRIK,20
421,VICEBSK,20
422,ANTWERPEN,21
423,BERCHEM,21
424,BRABANT,21
425,BRABANT WALLON,21
426,BRUSSEL,21
427,EAST FLANDERS,21
428,HAINAUT,21
429,LIEGE,21
430,LIMBURG,21
431,LUXEMBOURG,21
432,NAMUR,21
433,ONTARIO,21
434,OOST-VLAANDEREN,21
435,PROVINCIE BRABANT,21
436,VLAAMS-BRABANT,21
437,WALLONNE,21
438,WEST-VLAANDEREN,21
439,BELIZE,22
440,CAYO,22
441,COROZAL,22
442,ORANGE WALK,22
443,STANN CREEK,22
444,TOLEDO,22
445,ALIBORI,23
446,ATACORA,23
447,ATLANTIQUE,23
448,BORGOU,23
449,COLLINES,23
450,COUFFO,23
451,DONGA,23
452,LITTORAL,23
453,MONO,23
454,OUEME,23
455,PLATEAU,23
456,ZOU,23
457,HAMILTON,24
458,SAINT GEORGE,24
459,BUMTHANG,25
460,CHHUKHA,25
461,CHIRANG,25
462,DAGA,25
463,GEYLEGPHUG,25
464,HA,25
465,LHUNTSHI,25
466,MONGAR,25
467,PEMAGATSEL,25
468,PUNAKHA,25
469,RINPUNG,25
470,SAMCHI,25
471,SAMDRUP JONGKHAR,25
472,SHEMGANG,25
473,TASHIGANG,25
474,TIMPHU,25
475,TONGSA,25
476,WANGDIPHODRANG,25
477,BENI,26
478,CHUQUISACA,26
479,COCHABAMBA,26
480,LA PAZ,26
481,ORURO,26
482,PANDO,26
483,POTOSI,26
484,SANTA CRUZ,26
485,TARIJA,26
486,FEDERACIJA BOSNA I HERCEGOVINA,27
487,REPUBLIKA SRPSKA,27
488,CENTRAL BOBONONG,28
489,CENTRAL BOTETI,28
490,CENTRAL MAHALAPYE,28
491,CENTRAL SEROWE-PALAPYE,28
492,CENTRAL TUTUME,28
493,CHOBE,28
494,FRANCISTOWN,28
495,GABORONE,28
496,GHANZI,28
497,JWANENG,28
498,KGALAGADI NORTH,28
499,KGALAGADI SOUTH,28
500,KGATLENG,28
501,KWENENG,28
502,LOBATSE,28
503,NGAMILAND,28
504,NGWAKETSE,28
505,NORTH EAST,28
506,OKAVANGO,28
507,ORAPA,28
508,SELIBE PHIKWE,28
509,SOUTH EAST,28
510,SOWA,28
511,BOUVET ISLAND,29
512,ACRE,30
513,ALAGOAS,30
514,AMAPA,30
515,AMAZONAS,30
516,BAHIA,30
517,CEARA,30
518,DISTRITO FEDERAL,30
519,ESPIRITO SANTO,30
520,ESTADO DE SAO PAULO,30
521,GOIAS,30
522,MARANHAO,30
523,MATO GROSSO,30
524,MATO GROSSO DO SUL,30
525,MINAS GERAIS,30
526,PARA,30
527,PARAIBA,30
528,PARANA,30
529,PERNAMBUCO,30
530,PIAUI,30
531,RIO GRANDE DO NORTE,30
532,RIO GRANDE DO SUL,30
533,RIO DE JANEIRO,30
534,RONDONIA,30
535,RORAIMA,30
536,SANTA CATARINA,30
537,SAO PAULO,30
538,SERGIPE,30
539,TOCANTINS,30
540,BRITISH INDIAN OCEAN TERRITORY,31
541,BELAIT,32
542,BRUNEI-MUARA,32
543,TEMBURONG,32
544,TUTONG,32
545,BLAGOEVGRAD,33
546,BURGAS,33
547,DOBRICH,33
548,GABROVO,33
549,HASKOVO,33
550,JAMBOL,33
551,KARDZHALI,33
552,KJUSTENDIL,33
553,LOVECH,33
554,MONTANA,33
555,OBLAST SOFIYA-GRAD,33
556,PAZARDZHIK,33
557,PERNIK,33
558,PLEVEN,33
559,PLOVDIV,33
560,RAZGRAD,33
561,RUSE,33
562,SHUMEN,33
563,SILISTRA,33
564,SLIVEN,33
565,SMOLJAN,33
566,SOFIJA GRAD,33
567,SOFIJSKA OBLAST,33
568,STARA ZAGORA,33
569,TARGOVISHTE,33
570,VARNA,33
571,VELIKO TARNOVO,33
572,VIDIN,33
573,VRACA,33
574,YABLANIZA,33
575,BALE,34
576,BAM,34
577,BAZEGA,34
578,BOUGOURIBA,34
579,BOULGOU,34
580,BOULKIEMDE,34
581,COMOE,34
582,GANZOURGOU,34
583,GNAGNA,34
584,GOURMA,34
585,HOUET,34
586,IOBA,34
587,KADIOGO,34
588,KENEDOUGOU,34
589,KOMANDJARI,34
590,KOMPIENGA,34
591,KOSSI,34
592,KOURITENGA,34
593,KOURWEOGO,34
594,LERABA,34
595,MOUHOUN,34
596,NAHOURI,34
597,NAMENTENGA,34
598,NOUMBIEL,34
599,OUBRITENGA,34
600,OUDALAN,34
601,PASSORE,34
602,PONI,34
603,SANGUIE,34
604,SANMATENGA,34
605,SENO,34
606,SISSILI,34
607,SOUM,34
608,SOUROU,34
609,TAPOA,34
610,TUY,34
611,YATENGA,34
612,ZONDOMA,34
613,ZOUNDWEOGO,34
614,BUBANZA,35
615,BUJUMBURA,35
616,BURURI,35
617,CANKUZO,35
618,CIBITOKE,35
619,GITEGA,35
620,KARUZI,35
621,KAYANZA,35
622,KIRUNDO,35
623,MAKAMBA,35
624,MURAMVYA,35
625,MUYINGA,35
626,NGOZI,35
627,RUTANA,35
628,RUYIGI,35
629,BANTEAY MEAN CHEY,36
630,BAT DAMBANG,36
631,KAMPONG CHAM,36
632,KAMPONG CHHNANG,36
633,KAMPONG SPOEU,36
634,KAMPONG THUM,36
635,KAMPOT,36
636,KANDAL,36
637,KAOH KONG,36
638,KRACHEH,36
639,KRONG KAEB,36
640,KRONG PAILIN,36
641,KRONG PREAH SIHANOUK,36
642,MONDOL KIRI,36
643,OTDAR MEAN CHEY,36
644,PHNUM PENH,36
645,POUSAT,36
646,PREAH VIHEAR,36
647,PREY VEAENG,36
648,ROTANAK KIRI,36
649,SIEM REAB,36
650,STUENG TRAENG,36
651,SVAY RIENG,36
652,TAKAEV,36
653,ADAMAOUA,37
654,CENTRE,37
655,EST,37
656,LITTORAL,37
657,NORD,37
658,NORD EXTREME,37
659,NORDOUEST,37
660,OUEST,37
661,SUD,37
662,SUDOUEST,37
663,ALBERTA,38
664,BRITISH COLUMBIA,38
665,MANITOBA,38
666,NEW BRUNSWICK,38
667,NEWFOUNDLAND AND LABRADOR,38
668,NORTHWEST TERRITORIES,38
669,NOVA SCOTIA,38
670,NUNAVUT,38
671,ONTARIO,38
672,PRINCE EDWARD ISLAND,38
673,QUEBEC,38
674,SASKATCHEWAN,38
675,YUKON,38
676,BOAVISTA,39
677,BRAVA,39
678,FOGO,39
679,MAIO,39
680,SAL,39
681,SANTO ANTAO,39
682,SAO NICOLAU,39
683,SAO TIAGO,39
684,SAO VICENTE,39
685,GRAND CAYMAN,40
686,BAMINGUI-BANGORAN,41
687,BANGUI,41
688,BASSE-KOTTO,41
689,HAUT-MBOMOU,41
690,HAUTE-KOTTO,41
691,KEMO,41
692,LOBAYE,41
693,MAMBERE-KADEI,41
694,MBOMOU,41
695,NANA-GRIBIZI,41
696,NANA-MAMBERE,41
697,OMBELLA MPOKO,41
698,OUAKA,41
699,OUHAM,41
700,OUHAM-PENDE,41
701,SANGHA-MBAERE,41
702,VAKAGA,41
703,BATHA,42
704,BILTINE,42
705,BOURKOU-ENNEDI-TIBESTI,42
706,CHARI-BAGUIRMI,42
707,GUERA,42
708,KANEM,42
709,LAC,42
710,LOGONE OCCIDENTAL,42
711,LOGONE ORIENTAL,42
712,MAYO-KEBBI,42
713,MOYEN-CHARI,42
714,OUADDAI,42
715,SALAMAT,42
716,TANDJILE,42
717,AISEN,43
718,ANTOFAGASTA,43
719,ARAUCANIA,43
720,ATACAMA,43
721,BIO BIO,43
722,COQUIMBO,43
723,LIBERTADOR GENERAL BERNARDO O,43
724,LOS LAGOS,43
725,MAGELLANES,43
726,MAULE,43
727,METROPOLITANA,43
728,METROPOLITANA DE SANTIAGO,43
729,TARAPACA,43
730,VALPARAISO,43
731,ANHUI,44
734,AOMEN,44
735,BEIJING,44
736,BEIJING SHI,44
737,CHONGQING,44
738,FUJIAN,44
740,GANSU,44
741,GUANGDONG,44
743,GUANGXI,44
744,GUIZHOU,44
745,HAINAN,44
746,HEBEI,44
747,HEILONGJIANG,44
748,HENAN,44
749,HUBEI,44
750,HUNAN,44
751,JIANGSU,44
753,JIANGXI,44
754,JILIN,44
755,LIAONING,44
757,NEI MONGGOL,44
758,NINGXIA HUI,44
759,QINGHAI,44
760,SHAANXI,44
761,SHANDONG,44
763,SHANGHAI,44
764,SHANXI,44
765,SICHUAN,44
766,TIANJIN,44
767,XIANGGANG,44
768,XINJIANG,44
769,XIZANG,44
770,YUNNAN,44
771,ZHEJIANG,44
773,CHRISTMAS ISLAND,45
774,COCOS (KEELING) ISLANDS,46
775,AMAZONAS,47
776,ANTIOQUIA,47
777,ARAUCA,47
778,ATLANTICO,47
779,BOGOTA,47
780,BOLIVAR,47
781,BOYACA,47
782,CALDAS,47
783,CAQUETA,47
784,CASANARE,47
785,CAUCA,47
786,CESAR,47
787,CHOCO,47
788,CORDOBA,47
789,CUNDINAMARCA,47
790,GUAINIA,47
791,GUAVIARE,47
792,HUILA,47
793,LA GUAJIRA,47
794,MAGDALENA,47
795,META,47
796,NARINO,47
797,NORTE DE SANTANDER,47
798,PUTUMAYO,47
799,QUINDIO,47
800,RISARALDA,47
801,SAN ANDRES Y PROVIDENCIA,47
802,SANTANDER,47
803,SUCRE,47
804,TOLIMA,47
805,VALLE DEL CAUCA,47
806,VAUPES,47
807,VICHADA,47
808,MWALI,48
809,NJAZIDJA,48
810,NZWANI,48
811,BOUENZA,49
812,BRAZZAVILLE,49
813,CUVETTE,49
814,KOUILOU,49
815,LEKOUMOU,49
816,LIKOUALA,49
817,NIARI,49
818,PLATEAUX,49
819,POOL,49
820,SANGHA,49
821,BANDUNDU,50
822,BAS-CONGO,50
823,EQUATEUR,50
824,HAUT-CONGO,50
825,KASAI-OCCIDENTAL,50
826,KASAI-ORIENTAL,50
827,KATANGA,50
828,KINSHASA,50
829,MANIEMA,50
830,NORD-KIVU,50
831,SUD-KIVU,50
832,AITUTAKI,51
833,ATIU,51
834,MANGAIA,51
835,MANIHIKI,51
836,MAUKE,51
837,MITIARO,51
838,NASSAU,51
839,PUKAPUKA,51
840,RAKAHANGA,51
841,RAROTONGA,51
842,TONGAREVA,51
843,ALAJUELA,52
844,CARTAGO,52
845,GUANACASTE,52
846,HEREDIA,52
847,LIMON,52
848,PUNTARENAS,52
849,SAN JOSE,52
850,ABIDJAN,53
851,AGNEBY,53
852,BAFING,53
853,DENGUELE,53
854,DIX-HUIT MONTAGNES,53
855,FROMAGER,53
856,HAUT-SASSANDRA,53
857,LACS,53
858,LAGUNES,53
859,MARAHOUE,53
860,MOYEN-CAVALLY,53
861,MOYEN-COMOE,53
862,N ZI-COMOE,53
863,SASSANDRA,53
864,SAVANES,53
865,SUD-BANDAMA,53
866,SUD-COMOE,53
867,VALLEE DU BANDAMA,53
868,WORODOUGOU,53
869,ZANZAN,53
870,BJELOVAR-BILOGORA,54
871,DUBROVNIK-NERETVA,54
872,GRAD ZAGREB,54
873,ISTRA,54
874,KARLOVAC,54
875,KOPRIVNICA-KRIZHEVCI,54
876,KRAPINA-ZAGORJE,54
877,LIKA-SENJ,54
878,MEDHIMURJE,54
879,MEDIMURSKA ZUPANIJA,54
880,OSIJEK-BARANJA,54
881,OSJECKO-BARANJSKA ZUPANIJA,54
882,POZHEGA-SLAVONIJA,54
883,PRIMORJE-GORSKI KOTAR,54
884,SHIBENIK-KNIN,54
885,SISAK-MOSLAVINA,54
886,SLAVONSKI BROD-POSAVINA,54
887,SPLIT-DALMACIJA,54
888,VARAZHDIN,54
889,VIROVITICA-PODRAVINA,54
890,VUKOVAR-SRIJEM,54
891,ZADAR,54
892,ZAGREB,54
893,CAMAGUEY,55
894,CIEGO DE AVILA,55
895,CIENFUEGOS,55
896,CIUDAD DE LA HABANA,55
897,GRANMA,55
898,GUANTANAMO,55
899,HABANA,55
900,HOLGUIN,55
901,ISLA DE LA JUVENTUD,55
902,LA HABANA,55
903,LAS TUNAS,55
904,MATANZAS,55
905,PINAR DEL RIO,55
906,SANCTI SPIRITUS,55
907,SANTIAGO DE CUBA,55
908,VILLA CLARA,55
909,GOVERNMENT CONTROLLED AREA,56
910,LIMASSOL,56
911,NICOSIA DISTRICT,56
912,PAPHOS,56
913,TURKISH CONTROLLED AREA,56
914,CENTRAL BOHEMIAN,57
915,FRYCOVICE,57
916,JIHOCESKY KRAJ,57
917,JIHOCHESKY,57
918,JIHOMORAVSKY,57
919,KARLOVARSKY,57
920,KLECANY,57
921,KRALOVEHRADECKY,57
922,LIBERECKY,57
923,LIPOV,57
924,MORAVSKOSLEZSKY,57
925,OLOMOUCKY,57
926,OLOMOUCKY KRAJ,57
927,PARDUBICKY,57
928,PLZENSKY,57
929,PRAHA,57
930,RAJHRAD,57
931,SMIRICE,57
932,SOUTH MORAVIAN,57
933,STRAZ NAD NISOU,57
934,STREDOCHESKY,57
935,UNICOV,57
936,USTECKY,57
937,VALLETTA,57
938,VELESIN,57
939,VYSOCHINA,57
940,ZLINSKY,57
941,ARHUS,58
942,BORNHOLM,58
943,FREDERIKSBORG,58
944,FYN,58
945,HOVEDSTADEN,58
946,KOBENHAVN,58
947,KOBENHAVNS AMT,58
948,KOBENHAVNS KOMMUNE,58
949,NORDJYLLAND,58
950,RIBE,58
951,RINGKOBING,58
952,ROERVIG,58
953,ROSKILDE,58
954,ROSLEV,58
955,SJAELLAND,58
956,SOEBORG,58
957,SONDERJYLLAND,58
958,STORSTROM,58
959,SYDDANMARK,58
960,TOELLOESE,58
961,VEJLE,58
962,VESTSJALLAND,58
963,VIBORG,58
964,ALI SABIH,59
965,DIKHIL,59
966,JIBUTI,59
967,TAJURAH,59
968,UBUK,59
969,SAINT ANDREW,60
970,SAINT DAVID,60
971,SAINT GEORGE,60
972,SAINT JOHN,60
973,SAINT JOSEPH,60
974,SAINT LUKE,60
975,SAINT MARK,60
976,SAINT PATRICK,60
977,SAINT PAUL,60
978,SAINT PETER,60
979,AZUA,61
980,BAHORUCO,61
981,BARAHONA,61
982,DAJABON,61
983,DISTRITO NACIONAL,61
984,DUARTE,61
985,EL SEYBO,61
986,ELIAS PINA,61
987,ESPAILLAT,61
988,HATO MAYOR,61
989,INDEPENDENCIA,61
990,LA ALTAGRACIA,61
991,LA ROMANA,61
992,LA VEGA,61
993,MARIA TRINIDAD SANCHEZ,61
994,MONSENOR NOUEL,61
995,MONTE CRISTI,61
996,MONTE PLATA,61
997,PEDERNALES,61
998,PERAVIA,61
999,PUERTO PLATA,61
1000,SALCEDO,61
1001,SAMANA,61
1002,SAN CRISTOBAL,61
1003,SAN JUAN,61
1004,SAN PEDRO DE MACORIS,61
1005,SANCHEZ RAMIREZ,61
1006,SANTIAGO,61
1007,SANTIAGO RODRIGUEZ,61
1008,VALVERDE,61
1009,AILEU,62
1010,AINARO,62
1011,AMBENO,62
1012,BAUCAU,62
1013,BOBONARO,62
1014,COVA LIMA,62
1015,DILI,62
1016,ERMERA,62
1017,LAUTEM,62
1018,LIQUICA,62
1019,MANATUTO,62
1020,MANUFAHI,62
1021,VIQUEQUE,62
1022,AZUAY,63
1023,BOLIVAR,63
1024,CANAR,63
1025,CARCHI,63
1026,CHIMBORAZO,63
1027,COTOPAXI,63
1028,EL ORO,63
1029,ESMERALDAS,63
1030,GALAPAGOS,63
1031,GUAYAS,63
1032,IMBABURA,63
1033,LOJA,63
1034,LOS RIOS,63
1035,MANABI,63
1036,MORONA SANTIAGO,63
1037,NAPO,63
1038,ORELLANA,63
1039,PASTAZA,63
1040,PICHINCHA,63
1041,SUCUMBIOS,63
1042,TUNGURAHUA,63
1043,ZAMORA CHINCHIPE,63
1044,ASWAN,64
1045,ASYUT,64
1046,BANI SUWAYF,64
1047,BUR SA ID,64
1048,CAIRO,64
1049,DUMYAT,64
1050,KAFR-ASH-SHAYKH,64
1051,MATRUH,64
1052,MUHAFAZAT AD DAQAHLIYAH,64
1053,MUHAFAZAT AL FAYYUM,64
1054,MUHAFAZAT AL GHARBIYAH,64
1055,MUHAFAZAT AL ISKANDARIYAH,64
1056,MUHAFAZAT AL QAHIRAH,64
1057,QINA,64
1058,SAWHAJ,64
1059,SINA AL-JANUBIYAH,64
1060,SINA ASH-SHAMALIYAH,64
1061,AD-DAQAHLIYAH,64
1062,AL-BAHR-AL-AHMAR,64
1063,AL-BUHAYRAH,64
1064,AL-FAYYUM,64
1065,AL-GHARBIYAH,64
1066,AL-ISKANDARIYAH,64
1067,AL-ISMAILIYAH,64
1068,AL-JIZAH,64
1069,AL-MINUFIYAH,64
1070,AL-MINYA,64
1071,AL-QAHIRA,64
1072,AL-QALYUBIYAH,64
1073,AL-UQSUR,64
1074,AL-WADI AL-JADID,64
1075,AS-SUWAYS,64
1076,ASH-SHARQIYAH,64
1077,AHUACHAPAN,65
1078,CABANAS,65
1079,CHALATENANGO,65
1080,CUSCATLAN,65
1081,LA LIBERTAD,65
1082,LA PAZ,65
1083,LA UNION,65
1084,MORAZAN,65
1085,SAN MIGUEL,65
1086,SAN SALVADOR,65
1087,SAN VICENTE,65
1088,SANTA ANA,65
1089,SONSONATE,65
1090,USULUTAN,65
1091,ANNOBON,66
1092,BIOKO NORTE,66
1093,BIOKO SUR,66
1094,CENTRO SUR,66
1095,KIE-NTEM,66
1096,LITORAL,66
1097,WELE-NZAS,66
1098,ANSEBA,67
1099,DEBUB,67
1100,DEBUB-KEIH-BAHRI,67
